model,year,price,transmission,mileage,tax,mpg,fuelType,engineSize
 C Class,2016.0, 16499,Semi-Auto,35459,20,64.2,Diesel,2.1
 C Class,2020.0, 48879,Semi-Auto,1000,145,29.7,Petrol,3.0
 C Class,2019.0, 36199,Semi-Auto,9800,145  ,30.4,Petrol,3.0
 C Class,2019.0, 29849,Semi-Auto,2303,145,44.1,Petrol,2.0
 C Class,2019.0, 24999,Semi-Auto,11842,145,46.3,Petrol,1.5
 C Class,2019.0, 25649,Semi-Auto,8108,145,46.3,Petrol,1.5
 C Class,2019.0, 25149,Semi-Auto,15184,145,47.1,Petrol,1.5
 C Class,2019.0, 26049,Semi-Auto,9785,145,47.1,Petrol,1.5
 C Class,2019.0, 29249,Semi-Auto,12972,145,57.7,Diesel,2.0
 C Class,2019.0, 30499,Semi-Auto,9426,145,54.3,Diesel,2.0
 C Class,2019.0, 31699,Semi-Auto,3723,145,57.7,Diesel,2.0
 C Class,2019.0, 25549,Semi-Auto,14874,145,61.4,Diesel,2.0
 C Class,2019.0, 24799,Semi-Auto,19484,145,61.4,Diesel,2.0
 C Class,2019.0, 31779,Semi-Auto,1000,145,54.3,Diesel,1.6
 C Class,2019.0, 35499,Semi-Auto,1023,145,44.1,Petrol,1.5
 C Class,2019.0, 31899,Semi-Auto,1733,145,64.2,Diesel,2.0
 C Class,2019.0, 29099,Semi-Auto,7027,145,44.1,Petrol,2.0
 C Class,2019.0, 25199,Semi-Auto,5856,145,61.4,Diesel,2.0
 C Class,2019.0, 35299,Semi-Auto,100,145,55.4,Diesel,2.0
 C Class,2019.0, 32399,Semi-Auto,2008,145,46.3,Petrol,1.5
 C Class,2019.0, 29699,Semi-Auto,1906,145,47.1,Petrol,1.5
 C Class,2019.0, 66699,Semi-Auto,630,145,28.5,Petrol,4.0
 C Class,2019.0, 36599,Semi-Auto,124,145,41.5,Petrol,2.0
 C Class,2019.0, 33699,Semi-Auto,2200,145,57.7,Diesel,2.0
 C Class,2019.0, 49499,Semi-Auto,358,145,29.1,Petrol,3.0
 C Class,2020.0, 33469,Semi-Auto,1000,145,54.3,Diesel,1.6
 C Class,2013.0, 12999,Automatic,23790,145,53.3,Diesel,2.1
 C Class,2016.0, 19999,Semi-Auto,17807,125,51.4,Petrol,2.0
 C Class,2019.0, 25399,Semi-Auto,13636,145,47.1,Petrol,1.5
 C Class,2019.0, 26249,Semi-Auto,8588,145,47.1,Petrol,1.5
 C Class,2019.0, 20249,Semi-Auto,10918,145,46.3,Petrol,1.5
 C Class,2019.0, 19849,Semi-Auto,14085,145,46.3,Petrol,1.5
 C Class,2019.0, 25599,Semi-Auto,12187,145,47.1,Petrol,1.5
 C Class,2019.0, 24799,Semi-Auto,13012,145,46.3,Petrol,1.5
 C Class,2019.0, 24799,Semi-Auto,12999,145,46.3,Petrol,1.5
 C Class,2017.0, 37199,Semi-Auto,5376,145,35.3,Petrol,3.0
 C Class,2016.0, 18349,Semi-Auto,22000,30,64.2,Diesel,2.1
 C Class,2019.0, 27199,Semi-Auto,5926,145,56.5,Diesel,2.0
 C Class,2019.0, 29249,Semi-Auto,1768,145,57.7,Diesel,2.0
 C Class,2018.0, 17999,Semi-Auto,15998,145,64.2,Diesel,2.1
 C Class,2019.0, 25199,Semi-Auto,15238,145,61.4,Diesel,2.0
 C Class,2019.0, 29749,Semi-Auto,10,145,61.4,Diesel,2.0
 C Class,2019.0, 43049,Semi-Auto,7351,145  ,30.4,Petrol,3.0
 C Class,2019.0, 41949,Semi-Auto,8315,145,29.7,Petrol,3.0
 C Class,2019.0, 40649,Semi-Auto,11130,145  ,30.4,Petrol,3.0
 C Class,2016.0, 21999,Semi-Auto,20801,30,64.2,Diesel,2.1
 C Class,2017.0, 17890,Semi-Auto,26514,145,61.4,Diesel,2.1
 C Class,2019.0, 29427,Semi-Auto,3085,145,44.1,Petrol,2.0
 C Class,2019.0, 27690,Semi-Auto,8070,145,44.1,Petrol,2.0
 C Class,2020.0, 33800,Semi-Auto,2406,145,47.1,Petrol,1.5
 C Class,2020.0, 29990,Semi-Auto,99,145,64.2,Diesel,2.0
 C Class,2020.0, 33990,Semi-Auto,99,145,48.7,Diesel,2.0
 C Class,2019.0, 29000,Semi-Auto,9809,145,57.7,Diesel,2.0
 C Class,2019.0, 30200,Semi-Auto,4589,145,64.2,Diesel,2.0
 C Class,2019.0, 30132,Semi-Auto,7165,145,57.7,Diesel,2.0
 C Class,2019.0, 30000,Semi-Auto,8750,145,57.7,Diesel,2.0
 C Class,2019.0, 33599,Semi-Auto,1000,145,44.1,Petrol,2.0
 C Class,2019.0, 31999,Semi-Auto,1000,145,61.4,Diesel,2.0
 C Class,2019.0, 33799,Semi-Auto,2014,145,57.7,Diesel,2.0
 C Class,2015.0, 15991,Semi-Auto,35000,125,60.1,Diesel,2.1
 C Class,2017.0, 14990,Semi-Auto,76982,0,134.5,Hybrid,2.0
 C Class,2019.0, 25900,Semi-Auto,9625,150,47.1,Petrol,1.5
 C Class,2016.0, 20890,Semi-Auto,25726,20,68.9,Diesel,2.1
 C Class,2018.0, 26000,Semi-Auto,19800,145,42.2,Petrol,2.0
 C Class,2017.0, 25490,Semi-Auto,9714,30,65.7,Diesel,2.1
 C Class,2019.0, 23000,Semi-Auto,14627,145,46.3,Petrol,1.5
 C Class,2019.0, 26299,Semi-Auto,9163,145,46.3,Petrol,1.5
 C Class,2019.0, 19999,Semi-Auto,13591,145,46.3,Petrol,1.5
 C Class,2019.0, 29399,Semi-Auto,4208,145,57.7,Diesel,2.0
 C Class,2014.0, 14999,Semi-Auto,39501,20,64.2,Diesel,2.1
 C Class,2014.0, 11999,Semi-Auto,28000,150,47.9,Petrol,1.6
 C Class,2019.0, 25399,Semi-Auto,3585,145,44.1,Petrol,1.5
 C Class,2019.0, 20799,Semi-Auto,13356,145,61.4,Diesel,2.0
 C Class,2019.0, 20299,Semi-Auto,14375,145,61.4,Diesel,2.0
 C Class,2019.0, 19849,Semi-Auto,14085,145,46.3,Petrol,1.5
 C Class,2019.0, 26899,Semi-Auto,2000,145,45.6,Petrol,1.5
 C Class,2019.0, 30399,Semi-Auto,7163,145,54.3,Diesel,2.0
 C Class,2019.0, 26399,Semi-Auto,3553,145,47.9,Petrol,2.0
 C Class,2019.0, 24699,Semi-Auto,4040,145,46.3,Petrol,1.5
 C Class,2019.0, 32069,Semi-Auto,1000,145,64.2,Diesel,2.0
 C Class,2019.0, 30599,Semi-Auto,4504,145,44.1,Petrol,2.0
 C Class,2019.0, 28799,Semi-Auto,5136,145,60.1,Diesel,1.6
 C Class,2019.0, 30099,Semi-Auto,4701,145,54.3,Diesel,1.6
 C Class,2019.0, 32429,Semi-Auto,1000,145,57.7,Diesel,2.0
 C Class,2019.0, 33599,Semi-Auto,2679,145,57.7,Diesel,2.0
 C Class,2018.0, 25949,Semi-Auto,11961,145,65.7,Diesel,2.1
 C Class,2019.0, 29399,Semi-Auto,7224,145,61.4,Diesel,2.0
 C Class,2019.0, 32049,Semi-Auto,2365,145,57.7,Diesel,2.0
 C Class,2018.0, 23149,Semi-Auto,17000,145,61.4,Diesel,2.1
 C Class,2019.0, 28999,Semi-Auto,4938,145,61.4,Diesel,2.0
 C Class,2014.0, 14299,Semi-Auto,47399,20,64.2,Diesel,2.1
 C Class,2019.0, 25389,Semi-Auto,2000,145,45.6,Petrol,1.5
 C Class,2019.0, 25389,Semi-Auto,2000,145,45.6,Petrol,1.5
 C Class,2019.0, 24389,Semi-Auto,2000,145,44.1,Petrol,1.5
 C Class,2019.0, 26899,Semi-Auto,2000,145,45.6,Petrol,1.5
 C Class,2019.0, 30749,Semi-Auto,2000,145,44.1,Petrol,2.0
 C Class,2019.0, 20999,Semi-Auto,9883,145,61.4,Diesel,2.0
 C Class,2018.0, 18899,Semi-Auto,13924,145,46.3,Petrol,1.5
 C Class,2019.0, 34579,Semi-Auto,1000,145,44.1,Petrol,1.5
 C Class,2015.0, 17399,Semi-Auto,21019,20,64.2,Diesel,2.1
 C Class,2017.0, 24999,Semi-Auto,21210,145,65.7,Diesel,2.1
 C Class,2019.0, 26099,Semi-Auto,5433,145,45.6,Petrol,1.5
 C Class,2017.0, 15999,Semi-Auto,34301,20,65.7,Diesel,2.1
 C Class,2019.0, 30099,Semi-Auto,2924,145,56.5,Diesel,2.0
 C Class,2019.0, 30299,Semi-Auto,4284,145,55.4,Diesel,2.0
 C Class,2019.0, 25399,Semi-Auto,10260,145,44.1,Petrol,1.5
 C Class,2019.0, 26599,Semi-Auto,8912,145,61.4,Diesel,2.0
 C Class,2019.0, 25449,Semi-Auto,13280,145,47.1,Petrol,1.5
 C Class,2019.0, 25699,Semi-Auto,11793,145,47.1,Petrol,1.5
 C Class,2019.0, 20299,Semi-Auto,14271,145,46.3,Petrol,1.5
 C Class,2019.0, 29949,Semi-Auto,8208,145,57.7,Diesel,2.0
 C Class,2019.0, 20449,Semi-Auto,13181,145,46.3,Petrol,1.5
 C Class,2019.0, 25549,Semi-Auto,14995,145,61.4,Diesel,2.0
 C Class,2019.0, 25349,Semi-Auto,9687,145,46.3,Petrol,1.5
 C Class,2019.0, 28300,Semi-Auto,6519,145,44.1,Petrol,2.0
 C Class,2019.0, 28000,Semi-Auto,11549,145,44.1,Petrol,2.0
 C Class,2019.0, 28800,Semi-Auto,3116,145,44.1,Petrol,2.0
 C Class,2019.0, 29000,Semi-Auto,4650,145,44.1,Petrol,2.0
 C Class,2019.0, 25000,Semi-Auto,481,145,45.6,Petrol,1.5
 C Class,2019.0, 29000,Semi-Auto,2198,145,47.1,Petrol,1.5
 C Class,2019.0, 41000,Semi-Auto,5339,145,28.8,Petrol,3.0
 C Class,2019.0, 31450,Semi-Auto,5104,145,57.7,Diesel,2.0
 C Class,2019.0, 31500,Semi-Auto,7000,145,57.7,Diesel,2.0
 C Class,2016.0, 13000,Automatic,53065,20,65.7,Diesel,2.1
 C Class,2019.0, 25299,Semi-Auto,4004,145,44.1,Petrol,1.5
 C Class,2019.0, 25599,Semi-Auto,2648,145,44.1,Petrol,1.5
 C Class,2019.0, 26599,Semi-Auto,12961,145,47.1,Petrol,1.5
 C Class,2019.0, 28099,Semi-Auto,20001,145,61.4,Diesel,2.0
 C Class,2019.0, 24599,Semi-Auto,9905,145,58.9,Diesel,2.0
 C Class,2019.0, 27349,Semi-Auto,5917,145,64.2,Diesel,2.0
 C Class,2019.0, 29549,Semi-Auto,5071,145,55.4,Diesel,2.0
 C Class,2019.0, 29999,Semi-Auto,7193,145,44.1,Petrol,2.0
 C Class,2019.0, 29399,Semi-Auto,8123,145,57.7,Diesel,2.0
 C Class,2018.0, 25999,Automatic,7317,145,46.3,Petrol,1.5
 C Class,2019.0, 41099,Semi-Auto,8370,145,29.4,Petrol,3.0
 C Class,2017.0, 24000,Automatic,17030,125,58.9,Diesel,2.1
 C Class,2014.0, 16450,Semi-Auto,27032,30,64.2,Diesel,2.1
 C Class,2017.0, 19750,Semi-Auto,27959,150,41.5,Petrol,2.0
 C Class,2019.0, 52000,Automatic,5072,145,34.5,Petrol,4.0
 C Class,2016.0, 20299,Semi-Auto,6605,125,51.4,Petrol,2.0
 C Class,2016.0, 21600,Semi-Auto,33028,30,65.7,Diesel,2.1
 C Class,2019.0, 27750,Semi-Auto,2192,145,46.3,Petrol,1.5
 C Class,2019.0, 24600,Semi-Auto,9174,145,45.6,Petrol,1.5
 C Class,2019.0, 24700,Semi-Auto,12944,145,61.4,Diesel,2.0
 C Class,2018.0, 22000,Semi-Auto,11439,145,46.3,Petrol,1.5
 C Class,2019.0, 24500,Semi-Auto,2827,145,45.6,Petrol,1.5
 C Class,2019.0, 30300,Semi-Auto,4000,145,54.3,Diesel,1.6
 C Class,2019.0, 25799,Semi-Auto,10996,145,47.1,Petrol,1.5
 C Class,2019.0, 28499,Semi-Auto,15096,145,64.2,Diesel,2.0
 C Class,2019.0, 29899,Semi-Auto,8601,145,57.7,Diesel,2.0
 C Class,2017.0, 20749,Semi-Auto,19119,,134.5,Hybrid,2.0
 C Class,2016.0, 29189,Semi-Auto,20000,260,36.2,Petrol,3.0
 C Class,2016.0, 18449,Semi-Auto,23077,30,64.2,Diesel,2.1
 C Class,2017.0, 20700,Semi-Auto,18346,150,61.4,Diesel,2.1
 C Class,2017.0, 19350,Semi-Auto,35707,30,61.4,Diesel,2.1
 C Class,2019.0, 28000,Semi-Auto,15026,150,64.2,Diesel,2.0
 C Class,2019.0, 62199,Semi-Auto,95,145,28.5,Petrol,4.0
 C Class,2019.0, 33699,Semi-Auto,1604,145,42.2,Petrol,2.0
 C Class,2019.0, 24699,Semi-Auto,6783,145,44.1,Petrol,1.5
 C Class,2018.0, 22549,Semi-Auto,19656,145,61.4,Diesel,2.0
 C Class,2019.0, 24299,Semi-Auto,12321,145,58.9,Diesel,2.0
 C Class,2019.0, 29699,Semi-Auto,5230,145,61.4,Diesel,2.0
 C Class,2019.0, 29899,Semi-Auto,8447,145,57.7,Diesel,2.0
 C Class,2019.0, 25699,Semi-Auto,13044,145,61.4,Diesel,2.0
 C Class,2019.0, 69399,Semi-Auto,1615,145,28,Petrol,4.0
 C Class,2019.0, 29199,Semi-Auto,4456,145,47.1,Petrol,1.5
 C Class,2019.0, 31899,Semi-Auto,4300,145,46.3,Petrol,1.5
 C Class,2019.0, 45199,Semi-Auto,7635,145,30.4,Petrol,3.0
 C Class,2019.0, 33599,Semi-Auto,1000,145,44.1,Petrol,2.0
 C Class,2019.0, 23879,Manual,1000,145,47.1,Petrol,1.6
 C Class,2019.0, 23879,Manual,1000,145,47.1,Petrol,1.6
 C Class,2019.0, 23499,Manual,712,145,47.1,Petrol,1.6
 C Class,2019.0, 22899,Manual,4387,145,47.1,Petrol,1.6
 C Class,2019.0, 23299,Manual,1617,145,47.1,Petrol,1.6
 C Class,2019.0, 29199,Semi-Auto,1357,145,46.3,Petrol,1.5
 C Class,2019.0, 34299,Semi-Auto,3938,145,55.4,Diesel,2.0
 C Class,2016.0, 20449,Semi-Auto,11017,30,64.2,Diesel,2.1
 C Class,2017.0, 23899,Semi-Auto,20604,145,65.7,Diesel,2.1
 C Class,2019.0, 32099,Semi-Auto,724,145,64.2,Diesel,2.0
 C Class,2019.0, 34449,Semi-Auto,4070,145,54.3,Diesel,2.0
 C Class,2019.0, 20449,Semi-Auto,13755,145,61.4,Diesel,2.0
 C Class,2019.0, 20349,Semi-Auto,13910,145,46.3,Petrol,1.5
 C Class,2018.0, 28499,Semi-Auto,7661,145,54.3,Diesel,2.0
 C Class,2019.0, 22899,Semi-Auto,14959,145,61.4,Diesel,2.0
 C Class,2019.0, 29299,Semi-Auto,5979,145,44.1,Petrol,2.0
 C Class,2019.0, 30899,Semi-Auto,7942,145,57.7,Diesel,2.0
 C Class,2019.0, 25799,Semi-Auto,1000,145,45.6,Petrol,1.5
 C Class,2019.0, 23399,Semi-Auto,3342,145,44.1,Petrol,1.5
 C Class,2019.0, 32199,Semi-Auto,2985,145,44.1,Petrol,1.5
 C Class,2019.0, 30599,Semi-Auto,4272,145,44.1,Petrol,2.0
 C Class,2019.0, 25899,Semi-Auto,6765,145,45.6,Petrol,1.5
 C Class,2019.0, 28500,Semi-Auto,5107,150,47.1,Petrol,1.5
 C Class,2019.0, 25949,Semi-Auto,12722,145,61.4,Diesel,2.0
 C Class,2019.0, 25499,Semi-Auto,15414,145,61.4,Diesel,2.0
 C Class,2019.0, 33299,Semi-Auto,2000,145,54.3,Diesel,2.0
 C Class,2018.0, 27299,Semi-Auto,3150,145,61.4,Diesel,2.0
 C Class,2019.0, 31609,Semi-Auto,1000,145,64.2,Diesel,2.0
 C Class,2019.0, 28000,Semi-Auto,9231,145,57.7,Diesel,2.0
 C Class,2019.0, 24450,Semi-Auto,15004,145,61.4,Diesel,2.0
 C Class,2018.0, 25000,Semi-Auto,11150,145,67.3,Diesel,2.1
 C Class,2018.0, 25000,Automatic,11048,145,65.7,Diesel,2.1
 C Class,2019.0, 44000,Semi-Auto,8023,145,29.7,Petrol,3.0
 C Class,2019.0, 25000,Semi-Auto,10000,145,60.1,Diesel,1.6
 C Class,2019.0, 24500,Semi-Auto,9200,145,45.6,Petrol,1.5
 C Class,2019.0, 26500,Semi-Auto,3000,145,60.1,Diesel,1.6
 C Class,2019.0, 31400,Semi-Auto,100,145,64.2,Diesel,2.0
 C Class,2017.0, 18510,Semi-Auto,27573,30,64.2,Diesel,2.1
 C Class,2015.0, 17999,Semi-Auto,15566,125,50.4,Petrol,2.0
 C Class,2019.0, 35499,Semi-Auto,2616,145,36.2,Petrol,3.0
 C Class,2019.0, 30199,Semi-Auto,2456,145,56.5,Diesel,2.0
 C Class,2019.0, 31609,Semi-Auto,1000,145,64.2,Diesel,2.0
 C Class,2019.0, 27499,Semi-Auto,3325,145,60.1,Diesel,1.6
 C Class,2019.0, 34579,Semi-Auto,1000,145,44.1,Petrol,1.5
 C Class,2019.0, 35539,Semi-Auto,1000,145,57.7,Diesel,2.0
 C Class,2019.0, 60859,Semi-Auto,1000,145,28.5,Petrol,4.0
 C Class,2016.0, 18624,Semi-Auto,21603,125,52.3,Petrol,2.0
 C Class,2017.0, 28624,Semi-Auto,41045,265,36.2,Petrol,3.0
 C Class,2019.0, 41949,Semi-Auto,11470,145,29.7,Petrol,3.0
 C Class,2019.0, 25449,Semi-Auto,13193,145,47.1,Petrol,1.5
 C Class,2019.0, 23949,Semi-Auto,14658,145,46.3,Petrol,1.5
 C Class,2019.0, 22699,Semi-Auto,23185,145,46.3,Petrol,1.5
 C Class,2019.0, 19849,Semi-Auto,13977,145,46.3,Petrol,1.5
 C Class,2019.0, 20149,Semi-Auto,11784,145,46.3,Petrol,1.5
 C Class,2019.0, 19899,Semi-Auto,13347,145,46.3,Petrol,1.5
 C Class,2019.0, 25949,Semi-Auto,10201,145,47.1,Petrol,1.5
 C Class,2019.0, 19899,Semi-Auto,13359,145,46.3,Petrol,1.5
 C Class,2019.0, 20149,Semi-Auto,11761,145,46.3,Petrol,1.5
 C Class,2019.0, 25799,Semi-Auto,11056,145,47.1,Petrol,1.5
 C Class,2019.0, 20449,Semi-Auto,13865,145,61.4,Diesel,2.0
 C Class,2018.0, 22549,Semi-Auto,5437,145,46.3,Petrol,1.5
 C Class,2018.0, 18799,Semi-Auto,14731,145,46.3,Petrol,1.5
 C Class,2016.0, 18449,Semi-Auto,23077,30,64.2,Diesel,2.1
 C Class,2019.0, 24999,Semi-Auto,6330,145,45.6,Petrol,1.5
 C Class,2019.0, 31199,Semi-Auto,4979,145,41.5,Petrol,2.0
 C Class,2016.0, 17999,Semi-Auto,28984,30,64.2,Diesel,2.1
 C Class,2019.0, 24549,Semi-Auto,14642,145,46.3,Petrol,1.5
 C Class,2019.0, 24399,Semi-Auto,13469,145,58.9,Diesel,2.0
 C Class,2016.0, 17491,Automatic,18500,20,65.7,Diesel,2.1
 C Class,2019.0, 28995,Automatic,3000,145,45.6,Petrol,1.5
 C Class,2019.0, 19749,Semi-Auto,14730,150,46.3,Petrol,1.5
 C Class,2019.0, 28400,Semi-Auto,16884,145,57.7,Diesel,2.0
 C Class,2018.0, 22000,Semi-Auto,10998,145,46.3,Petrol,1.5
 C Class,2019.0, 28359,Semi-Auto,6040,145,44.1,Petrol,2.0
 C Class,2019.0, 28000,Semi-Auto,1999,145,43.5,Petrol,2.0
 C Class,2019.0, 41400,Semi-Auto,3615,145,28.8,Petrol,3.0
 C Class,2019.0, 28700,Semi-Auto,4000,145,47.1,Petrol,1.5
 C Class,2019.0, 28000,Semi-Auto,10648,145,44.1,Petrol,2.0
 C Class,2020.0, 30500,Semi-Auto,100,145,64.2,Diesel,2.0
 C Class,2019.0, 28589,Semi-Auto,7075,145,57.7,Diesel,2.0
 C Class,2019.0, 26589,Semi-Auto,3762,145,60.1,Diesel,1.6
 C Class,2019.0, 37899,Semi-Auto,7411,145,29.4,Petrol,3.0
 C Class,2019.0, 28949,Semi-Auto,6565,145,57.7,Diesel,2.0
 C Class,2018.0, 23199,Semi-Auto,8942,145,46.3,Petrol,1.5
 C Class,2019.0, 30799,Semi-Auto,8947,145,57.7,Diesel,2.0
 C Class,2019.0, 24299,Semi-Auto,12546,145,61.4,Diesel,2.0
 C Class,2019.0, 30699,Semi-Auto,9914,145,57.7,Diesel,2.0
 C Class,2018.0, 28749,Semi-Auto,6449,145,54.3,Diesel,2.0
 C Class,2019.0, 30995,Semi-Auto,14,145,42.8,Petrol,2.0
 C Class,2019.0, 29995,Semi-Auto,21,145,61.4,Diesel,2.0
 C Class,2019.0, 29995,Semi-Auto,22,145,61.4,Diesel,2.0
 C Class,2019.0, 29995,Semi-Auto,13,145,55.4,Diesel,2.0
 C Class,2019.0, 29995,Automatic,14,145,42.8,Petrol,2.0
 C Class,2018.0, 28374,Automatic,8962,145,54.3,Diesel,2.0
 C Class,2016.0, 31995,Automatic,11891,260,36.2,Petrol,3.0
 C Class,2016.0, 22624,Semi-Auto,10271,145,49.6,Petrol,2.0
 C Class,2020.0, 39995,Semi-Auto,328,145,44.1,Petrol,1.5
 C Class,2019.0, 30995,Automatic,6959,145,57.7,Diesel,2.0
 C Class,2020.0, 39309,Semi-Auto,1000,145,46.3,Diesel,2.0
 C Class,2016.0, 36399,Semi-Auto,27416,300,34.5,Petrol,4.0
 C Class,2019.0, 32899,Semi-Auto,4378,145,55.4,Diesel,2.0
 C Class,2019.0, 33299,Semi-Auto,2838,145,42.2,Petrol,2.0
 C Class,2019.0, 34099,Semi-Auto,6033,145,44.1,Petrol,2.0
 C Class,2019.0, 30499,Semi-Auto,1126,145,56.5,Diesel,2.0
 C Class,2019.0, 26599,Semi-Auto,4000,145,46.3,Petrol,1.5
 C Class,2019.0, 28491,Automatic,3000,145,47.1,Petrol,1.5
 C Class,2014.0, 14491,Manual,23000,125,52.3,Petrol,2.0
 C Class,2017.0, 42991,Automatic,7100,300,34.5,Petrol,4.0
 C Class,2016.0, 35991,Automatic,18900,300,34.5,Petrol,4.0
 C Class,2016.0, 16695,Semi-Auto,41000,30,64.2,Diesel,2.1
 C Class,2015.0, 14490,Semi-Auto,41590,125,52.3,Petrol,2.0
 C Class,2019.0, 24724,Semi-Auto,10545,145,47.1,Petrol,1.5
 C Class,2019.0, 31995,Semi-Auto,37,145,44.1,Petrol,2.0
 C Class,2020.0, 30500,Semi-Auto,999,145,64.2,Diesel,2.0
 C Class,2018.0, 39000,Semi-Auto,7011,150,29.1,Petrol,3.0
 C Class,2016.0, 17500,Semi-Auto,41758,0,134.5,Hybrid,2.0
 C Class,2018.0, 15999,Semi-Auto,41650,145,65.7,Diesel,2.1
 C Class,2019.0, 25599,Semi-Auto,13624,145,46.3,Petrol,1.5
 C Class,2019.0, 29999,Semi-Auto,13109,145,57.7,Diesel,2.0
 C Class,2019.0, 30299,Semi-Auto,2230,145,61.4,Diesel,2.0
 C Class,2018.0, 25299,Semi-Auto,13440,145,64.2,Diesel,2.0
 C Class,2019.0, 19899,Semi-Auto,13633,145,46.3,Petrol,1.5
 C Class,2019.0, 19849,Semi-Auto,14017,145,46.3,Petrol,1.5
 C Class,2019.0, 21099,Semi-Auto,4535,145,46.3,Petrol,1.5
 C Class,2020.0, 30500,Semi-Auto,199,145,64.2,Diesel,2.0
 C Class,2019.0, 29950,Semi-Auto,6605,145,57.7,Diesel,2.0
 C Class,2019.0, 29500,Semi-Auto,7610,145,57.7,Diesel,2.0
 C Class,2019.0, 30500,Semi-Auto,7098,145,57.7,Diesel,2.0
 C Class,2019.0, 30500,Semi-Auto,3180,145,57.7,Diesel,2.0
 C Class,2015.0, 15250,Semi-Auto,43348,30,62.8,Diesel,2.1
 C Class,2014.0, 10995,Semi-Auto,39802,145,53.3,Diesel,2.1
 C Class,2016.0, 23991,Automatic,27500,200,42.8,Petrol,2.0
 C Class,2018.0, 39991,Automatic,9000,145,29.4,Petrol,3.0
 C Class,2019.0, 30799,Automatic,7264,145,55.4,Diesel,2.0
 C Class,2019.0, 29699,Automatic,4542,145,56.5,Diesel,2.0
 C Class,2019.0, 28499,Automatic,1864,145,45.6,Petrol,1.5
 C Class,2019.0, 26299,Semi-Auto,13237,145,47.1,Petrol,1.5
 C Class,2018.0, 24199,Semi-Auto,6812,145,58.9,Diesel,2.0
 C Class,2019.0, 25449,Semi-Auto,13197,145,47.1,Petrol,1.5
 C Class,2019.0, 19849,Semi-Auto,14074,145,46.3,Petrol,1.5
 C Class,2019.0, 19799,Semi-Auto,14401,145,46.3,Petrol,1.5
 C Class,2019.0, 25349,Semi-Auto,10544,145,44.1,Petrol,1.5
 C Class,2019.0, 24849,Semi-Auto,5000,145,44.1,Petrol,1.5
 C Class,2017.0, 25999,Semi-Auto,6600,145,47.1,Petrol,2.0
 C Class,2018.0, 22991,Automatic,12000,145,44.1,Petrol,1.5
 C Class,2016.0, 19999,Semi-Auto,24137,125,51.4,Petrol,2.0
 C Class,2019.0, 20299,Semi-Auto,14184,145,46.3,Petrol,1.5
 C Class,2019.0, 20349,Semi-Auto,14012,145,46.3,Petrol,1.5
 C Class,2019.0, 29349,Semi-Auto,11561,145,57.7,Diesel,2.0
 C Class,2019.0, 26349,Semi-Auto,10299,145,61.4,Diesel,2.0
 C Class,2019.0, 42099,Semi-Auto,3076,145,28,Petrol,3.0
 C Class,2019.0, 25849,Semi-Auto,10977,145,47.1,Petrol,1.5
 C Class,2019.0, 25349,Semi-Auto,9728,145,46.3,Petrol,1.5
 C Class,2019.0, 19799,Semi-Auto,14422,145,46.3,Petrol,1.5
 C Class,2019.0, 25499,Semi-Auto,15175,145,61.4,Diesel,2.0
 C Class,2018.0, 28199,Semi-Auto,9252,145,54.3,Diesel,2.0
 C Class,2019.0, 23879,Manual,551,145,47.1,Petrol,1.6
 C Class,2019.0, 29099,Semi-Auto,5088,145,47.1,Petrol,1.5
 C Class,2019.0, 34579,Semi-Auto,1000,145,44.1,Petrol,1.5
 C Class,2019.0, 36999,Semi-Auto,1000,145,55.4,Diesel,2.0
 C Class,2019.0, 33789,Semi-Auto,1000,145,61.4,Diesel,2.0
 C Class,2015.0, 17749,Semi-Auto,19039,30,64.2,Diesel,2.1
 C Class,2017.0, 18999,Semi-Auto,31727,145,64.2,Diesel,2.1
 C Class,2019.0, 25149,Semi-Auto,13157,145,45.6,Petrol,1.5
 C Class,2019.0, 20399,Semi-Auto,13334,145,46.3,Petrol,1.5
 C Class,2019.0, 30349,Semi-Auto,438,145,44.1,Petrol,2.0
 C Class,2016.0, 17849,Semi-Auto,45557,30,61.4,Diesel,2.1
 C Class,2017.0, 22449,Semi-Auto,44998,30,65.7,Diesel,2.1
 C Class,2016.0, 17299,Semi-Auto,66500,125,60.1,Diesel,2.1
 C Class,2016.0, 17999,Semi-Auto,21040,30,64.2,Diesel,1.6
 C Class,2019.0, 25999,Semi-Auto,15195,145,61.4,Diesel,2.0
 C Class,2019.0, 27799,Semi-Auto,3251,145,61.4,Diesel,2.0
 C Class,2019.0, 26589,Automatic,3070,145,60.1,Diesel,1.6
 C Class,2018.0, 23199,Automatic,9136,145,46.3,Petrol,1.5
 C Class,2019.0, 20449,Semi-Auto,14005,145,61.4,Diesel,2.0
 C Class,2018.0, 26199,Automatic,9366,145,65.7,Diesel,2.1
 C Class,2018.0, 19599,Semi-Auto,13053,145,61.4,Diesel,2.0
 C Class,2019.0, 23289,Semi-Auto,15458,145,61.4,Diesel,2.0
 C Class,2019.0, 25399,Automatic,6612,145,45.6,Petrol,1.5
 C Class,2019.0, 27299,Semi-Auto,1000,145,46.3,Petrol,1.5
 C Class,2018.0, 28699,Semi-Auto,5234,145,57.7,Diesel,2.0
 C Class,2019.0, 31609,Semi-Auto,1000,145,64.2,Diesel,2.0
 C Class,2019.0, 26699,Semi-Auto,5500,145,43.5,Petrol,2.0
